0,1,2,3,4,5,6,7,8,9,10,11
0.0,0.0,0.0,1.0,6.240275845170769,5.564903475705077,6.07073772800249,4.356708826689592,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.0
0.0,1.0,0.0,0.0,0.0,0.0,5.017279836814924,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,5.4680601411351315,4.060443010546419,5.3230099791384085,3.091042453358316,0.6931471805599453,0.6931471805599453,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,4.718498871295094,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,5.3230099791384085,2.302585092994046,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,1.9459101490553132,0.0,5.356586274672012,1.791759469228055,0.6931471805599453,0.0,0.0,0.0
0.0,0.0,0.0,1.0,6.421622267806518,4.290459441148391,6.037870919922137,4.2626798770413155,1.6094379124341003,1.0986122886681098,0.0,0.6931471805599453
0.0,0.0,0.0,1.0,6.118097198041348,3.9889840465642745,5.564520407322694,3.4965075614664802,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453
0.0,1.0,0.0,0.0,0.6931471805599453,0.0,5.293304824724492,1.791759469228055,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,2.302585092994046,0.6931471805599453,5.123963979403259,1.3862943611198906,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,1.0986122886681098,1.3862943611198906,5.313205979041787,2.0794415416798357,0.6931471805599453,0.0,0.0,0.0
0.0,1.0,0.0,0.0,1.6094379124341003,0.0,5.365976015021851,1.791759469228055,1.6094379124341003,0.0,0.0,0.0
0.0,1.0,0.0,0.0,1.6094379124341003,1.0986122886681098,5.723585101952381,1.9459101490553132,1.0986122886681098,0.0,0.0,0.0
0.0,1.0,0.0,0.0,1.6094379124341003,0.0,5.303304908059076,2.1972245773362196,0.6931471805599453,0.0,0.0,0.0
0.0,1.0,0.0,0.0,2.4849066497880004,0.0,5.817111159963204,2.3978952727983707,0.6931471805599453,0.0,0.0,0.0
0.0,0.0,0.0,1.0,4.61512051684126,3.4339872044851463,5.717027701406222,3.1780538303479458,0.6931471805599453,1.6094379124341003,0.0,0.0
0.0,0.0,0.0,1.0,5.54907608489522,4.382026634673881,4.770684624465665,2.9444389791664403,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,5.159055299214529,3.871201010907891,4.890349128221754,2.833213344056216,0.6931471805599453,0.0,0.6931471805599453,0.0
0.0,0.0,0.0,1.0,5.117993812416755,3.6109179126442243,5.262690188904886,3.367295829986474,0.0,0.6931471805599453,0.0,0.0
